,Whisky,Review
6680,Rosebank 1981  Flora & Fauna - Cask Strength,"http://smad.se/provningar/provning%20156%20flora%20%26%20fauna.html  Test 156: Flora & Fauna Cask Strength - 150328  The whisky tested:  Glass 1 Blair Athol 1980/1997, 55.5%, bottle 00451 25 points  Glass 2 Clynelish 1982/1997, 57.7%, Bottle 2010 23 points  Glass 3 Aultmore 1983/1997, 58.8%, Bottle 1336 3 points  Glass 4 Linkwood 1983/1997, 59.8%, Bottle 579 12 points  Glass 5 Aberfeldy 1980/1997, 62.0%, bottle 1576 26 points  Glass 6 Dailuaine 1980/1997, 63.0%, bottle 435 38 points  Glass 7 Mortlach 1989/1997, 63.1%, bottle 832 43 points  Glass 8 Rosebank 1981/1997, 63.9%, bottle 825 55 points  Glass 9 Caol Ila 1981/1997, 63.8%, bottle 1143 18 points  Test reports Bernt Sjödinso  Rosebank 1981/1997, 63.9%  Color: Dark gold - light amber  Scent: Vanilla, apple, alcohol tones  Taste: Vanilla, spicy, fiery  Aftertaste: Medium - long with vanilla, fattone and a little sweetheart  Score: 89  Fat: 100% bourbon; Bottled for Whisky Exchange"
6681,Rosebank 1981  Flora & Fauna - Cask Strength,This Whisky was sold for 663 € at Whiskyauction in Jan. 2016and for 406 € in Jan. 2015
6682,Rosebank 1981  Rare Malts Selection,"As always with Rare Malts whisky's, it needs time to discover all aspects of its flavour and taste.Quite spirity. Also wet grass and hay. Herbal and flowery notes. Later on citrus fruit of lemon and lime.It's very waxy and mouthfilling. Zesty. Vanilla and honey. Pineapple and coconut. Oaky harshness. Spices of nutmeg and white pepper. Also ginger.Quite long. Bitter-sweetness. Minty. Complex."
6683,Rosebank 1981  Rare Malts Selection,"A cracker of a dram. Unfortunately for me it was just a sample. I can only wish for a bottle as I feel this will only get better by the dram. It needs and deserves to be experimented a bit with water.Dive in to quick and your nose hair will curl up.At 62,3% there's no doubt this is hot, but in a very clean and fresh way.Sweet lemon and green apples.A barn full of dry hay, with the dust tickling in the nose.Very pleasant and inviting.With a little time a light wood note emerge.Water brings out even more lemon and sweetness.Surprisingly light arrival with a waxy texture.Clean peppery spice develop along with light chocolate.Water mellows it down very nicely, but it retains the texture.The pepper eases off a bit and it becomes more nutmeg.Citric notes turn more towards pineapple.It coats, sticks and stays... long time.Neat it retains a pleasing peppery warmth accompanied by something reminding me of a very good olive oilWith water everything is toned down a bit, and for the finish it was actually more interesting without."
6684,Rosebank 1981  Rare Malts Selection,"I agree with maltmartin here. Needs time to unravel, but it’s very hot out of the gate. Lots of chili oil, red wine vinegar, hessian, ginger, white pepper and honey. Needs lots of time, but like other rare malts, is an assault of the senses.I like it, but I don’t love it. Certainly not for the prices it goes for now."
6685,Rosebank 1981  Rare Malts Selection,"We had to laugh right at the tasting, because all involved could confirm the late blow how this works? No idea. But exciting own notes and a nice mix of sweetness, pungency and minerals / salt is there, top part.Rises directly into the synapses, the power is clearly noticeable, banana, marzipan, coconut and a little smoked bacon, honeydew melon, apricot, physalis, cream, vanilla, light honey, chalk and salt, lemon ice cream and papayaComes first very pleasant, if full, all the fruits again with papaya, lemon, banana, honeydew melon, apricot, etc.  Then, after more than 10 seconds, an alcoholic punch suddenly comes into my face, like I have never had it so late and vigorous and explode all kinds of new notes, fennel, anise, ginger, wasabi, avocado paste, cardamom, tonka beans, white pepper, very crazy and something AsianBurning tea, eucalyptus, more oak now, some more anise, candied ginger, honeydew melon and some dry apricot, rose water, long to very long"
6686,Rosebank 1981  Rare Malts Selection,"Not tasted this for over 5 years , this is no 8 in a h2h but being honest it is only here because I could not find my sample of 1979 20 year OB rare malts.I think I was a little harsh last time, playing around with water gets the best out of this, worth 90 points, up 3 points from last time.Not particularly expressive at first, green apple and apple skins, a little pear and a little cream.There is some cereal in the mix and hints of gooseberry.Green apple skins mixed with a little peat and a little cream at first, just the wrong side of harsh for me.There is actually a nice splash of white pepper in this mixing with a dash of peat and as the minutes in air pass by this gets better.Now I get it, you have to play around with water to get the best out of this, around 54-55% is where this shines which is what i did not do last time.Quite creamy on the finish with the white pepper and peat remaining."
6687,Rosebank 1981  Rare Malts Selection,Final stage !!!
6688,Rosebank 1981  Rare Malts Selection,"More friendly than the 25.35 tasted in parallel.  Alcohol exceeded too much as often.  But beautiful complexity, and still a little balance.Very strong nose on alcohol as often with rare malts.  A lot of citrus. Mandarin skin. Kiwi. White flower.In the mouth it's still beefy.  Ginger, pepper, citrus, yellow fruits.  Lemon, yuzu, tangerine, orange.  Basilica, thyme.  With water we have caramel, apple pie. From the floating island.Long finish on citrus fruits, wood, lemon candy."
6689,Rosebank 1981  Rare Malts Selection,
6690,Rosebank 1981  Rare Malts Selection,"Found the tasting notes in one of my old notebooks from 2012. A dram cost € 8 back then For me a very good malt - very easy to drink and every sip a feast. I was really in love with this malt.very fresh and sweet, lots of citrus fruits but also peach and pineapple, sweet cotton candy notes and vanilla again and againvery round and fresh, elegant sweetness of fresh fruits, slightly peppery, cotton candy, vanillaquite long and complex, wonderful citrus aromas and after a few minutes something that reminds me of Japanese green tea (Bancha)."
6691,Rosebank 1981  Rare Malts Selection,The best Rosebank from the Rare series. With distance!
6692,Rosebank 1981  Rare Malts Selection,"Color: Amber  I liked it very much, very independently, but I want to complain, in the taste was not as much going on as I had wished? ... Ne, do not know.Here I do not have to mess up the whole sample to get anything out of my hands, a real vapor cloud rising from the glass, moldy forest floor, stone dust, the whisky is definitely smoky, a distant campfire. Smell again and again, the smoke goes back, the moder also, apricots, elderflower. Sweet, rosehip tea, musk.First bone-dry, mineral, wet pebbles in the sun, then alcoholic pungency, again wet pebbles, ripe apricots, old bottle flavor, intense block malt. With malt: Corresponds more to my alcohol strength, the Old bottle flavor is clearer, the pebble remains, dusty oak planks.Long, malty, floral, in between again the mineral side. Oregano, some ashes, tree sap, tar."
6693,Rosebank 1981  Rare Malts Selection,"He is a bit freaky, sharp and peculiar and yet right, really good at it, surprise one almost because one tries to identify the very own notes and already the next one comes.Almonds, peanuts, lemongrass, light malt, cotton candy, unripe banana, grass, a little mint and green apple, some cinnamonWhite chocolate, almonds, macadamia nuts, cotton candy, strong onions, marshmallows and pepper notes (whiter), candied ginger, candyfloss, peanut, banana and papaya, white tea, some anise and mineral, rosewaterKieselsteiner, rose water, chalk, very light and fresh, light malt, white tea, almonds, long and strong"
6694,Rosebank 1981  Rare Malts Selection,"What a fruit board. That's how I want a Lowland Malt. Great!Extremely buttery and waxy at the beginning, like a closed clynelish. A very rich fruit salad with lemongrass in the glass for a while. Pineapple, canned peach, fully ripe nectarine in the foreground. Then a little nice oak pepperiness and spice to round off. Even fruity with a little water, now more orange and grapefruit. Hammer!Pure: wow, over 60% deliver immediately. A lot of pepper spiciness, but also compact fruit wall, juicy pineapple and a little mango. Wonderful part. With water: more palatable, now also oily, spicier. Why does oak always need water to stand out? Delicious!Medium length, vanilla, honey and peach have a long lingering effect."
6695,Rosebank 1981  Rare Malts Selection,"Water recommended, with water it becomes just fruity and easy to drink, though not very complexGreen fruits, carambole, vegetables, cabbage, menthol, eucalyptus, honeydew, little peachesPunchy, fruity, subtle sweetness, yellow fruitsMedium long, warm, more punchy"
6696,Rosebank 1981  Rare Malts Selection,"I didn’t expect that profile so much white pepper then camphre and flowers, really pungent. Can’t say I enjoy it but objectively a nice dram."
6697,Rosebank 1981  Rare Malts Selection,Bottle # 4527 sold empty at ebay.
6698,Rosebank 1981  Rare Malts Selection,"pale gold color, very nice nose on wax, lots of lemon, floral notes, citrus fruits, mirabelle plum. A little less fruit on the palate, powerful but well integrated alcohol, attack on wax, flowers, lots of lemon, more spicy and melled finish. Pretty good length, on lemon confit, spices."
6699,Rosebank 1981  Rare Malts Selection,
6700,Rosebank 1981  Rare Malts Selection,N: 89IT: 90B: 89F: 89
6701,Rosebank 1981  Rare Malts Selection,
6702,Rosebank 1987 - Sample,"What an amazing chance to taste such a unique, one-off bottling. Its story is quite amazing too, more insight to be found on the web if you're curious ! Thanks to the one that let me taste one of the few remaining centilitres on earth - he'll recognize himself ;) 90-91[Blind tasting] Very expressive despite the low proof, this is superbly ""patiné"" - I still can't figure out how to mean that in English :'( - and a definite creamy theme to it. There's hot wax and maybe a touch of sunscreen balancing a sweet an innocent fruitiness with white peach, banana and Lipton yellow label. Magnificient softness. I couldn't guess its identity though - some markers could hint at Clynelish, yet I very much doubt it is one.The proof is borderline weakish but it's still very pleasurable, on the same theme, with soft and sweet delicate fruits, mostly banana, with this creamy-waxy character still very much present. Subtle.Slightly more herbaceous, not overly long (expectedly). After reveal, I'd say this part is probably showcasing more typical Lowlands DNA than the rest indeed."
